4,2,1,30.00,112,42,70,21,0,20,1,11,25,13,21
4,2,2,30.00,112,46,66,2,0,24,20,16,28,2,20
4,2,3,30.00,112,44,68,8,3,28,5,15,21,5,27
5,1,1,30.00,112,32,80,0,0,28,4,32,25,5,18
5,1,2,30.00,112,38,74,2,23,0,13,16,5,26,27
5,1,3,30.00,112,42,70,21,4,13,4,2,20,20,28
6,2,1,30.00,112,40,72,14,0,26,0,16,22,7,27
6,2,2,30.00,112,41,71,15,3,14,9,15,31,8,17
6,2,3,30.00,112,40,72,3,1,17,19,14,28,14,16
