1,1,1,30.00,112,44,68,20,17,7,0,4,7,31,26
1,1,2,30.00,112,50,62,24,0,26,0,0,34,0,28
1,1,3,30.00,112,51,61,24,0,23,4,0,34,0,27
1,1,1,30.00,112,37,75,22,15,0,0,10,10,33,22
1,1,2,30.00,112,40,72,16,11,13,0,2,17,13,40
1,1,3,30.00,112,39,73,7,3,24,5,16,21,9,27
